ProductId,SkuId,EAN,ISBN,Brand,Category,Imageurl1,Imageurl2,Imageurl3,StockStatus,StockQuantity,PackageWeight,Language,Title,Description,AttributeColor,AttributeSize,Attribute1,Attribute2,Attribute3,Currency,NormalPriceWithoutVAT,VATRate
PQconver3,PQconver3,8.44998E+11,,Parker,Office Supplies>Office Instruments>Writing & Drawing Instrument Accessories>Pen Ink & Refills,https://drive.google.com/file/d/11ZWBCXdDWErmA74mmAiY0MVJFEBUmWDo/view?usp=drive_link,https://drive.google.com/file/d/1RqgwmUMcV5h5CBL4LXWYrSV8fRNPwpDW/view?usp=drive_link,https://drive.google.com/file/d/1jdnttoboUwm-prWv81IjRc7lQ04sv8en/view?usp=drive_link,INSTOCK,20,40,en,Parker Slide Fountain Pen Ink Converters Pack of 3,"Genuine Parker slide converter for Vector, Frontier, 45, IM, Beta and Jotter fountain pens<br><br>Will also fit most other Parker fountain pens<br><br>",,,,,,GBP,8.99,0
